id	title	area	description	address	tel	latitude	longitude
204	ローソン今治共栄町五丁目店	今治地区	飲食料品小売業	愛媛県今治市共栄町5-2-1	0898-31-7077	34.071716	132.997716
205	ローソン今治小泉二丁目店	今治地区	飲食料品小売業	愛媛県今治市小泉2-1-30	0898-55-8616	34.051365	132.979687
206	ローソン今治市役所前店	今治地区	飲食料品小売業	愛媛県今治市別宮町1-2-9	0898-25-7783	34.066528	132.999102
207	ローソン今治近見町店	今治地区	飲食料品小売業	愛媛県今治市近見町3-5-5	0898-25-7795	34.089929	132.98303
208	ローソン今治中寺店	今治地区	飲食料品小売業	愛媛県今治市中寺236-1	0898-33-3631	34.033588	133.000467
209	ローソン今治中堀店	今治地区	飲食料品小売業	愛媛県今治市中堀3-9-6	0898-41-5702	34.099414	132.959887
210	ローソン今治波止浜店	今治地区	飲食料品小売業	愛媛県今治市中堀1-1-11	0898-43-7021		
211	ローソン今治八町西三丁目店	今治地区	飲食料品小売業	愛媛県今治市八町西3-4-27	0898-25-6260		
212	ローソン今治松木店	今治地区	飲食料品小売業	愛媛県今治市松木34-1	0898-47-3734	34.030436	133.004817
213	ローソン今治美須賀町店	今治地区	飲食料品小売業	愛媛県今治市美須賀町3-2-7	0898-31-2500	34.060996	133.010814
214	ローソン今治南鳥生店	今治地区	飲食料品小売業	愛媛県今治市南鳥生町2-3-53	0898-33-1530	34.053489	133.010175
215	ローソン今治南宝来町一丁目店	今治地区	飲食料品小売業	愛媛県今治市南宝来町1-8-11	0898-32-5070		
216	青野サイクル	今治地区	機械器具小売業	愛媛県今治市本町5-4-20	0898-22-4074	34.072677	132.999249
217	ＡＥＯＮ　ＢＩＫＥ　イオンモール今治新都市	今治地区	機械器具小売業	愛媛県今治市にぎわい広場1-1	0898-23-3190	34.042547	132.961301
218	伊藤ジーワイ商会	今治地区	機械器具小売業	愛媛県今治市国分5-2-41	0898-47-2255	34.024973	133.028895
219	エディオン今治八町店	今治地区	機械器具小売業	愛媛県今治市松木377-11	0898-48-8500	34.033716	133.003003
220	エディオン今治東店	今治地区	機械器具小売業	愛媛県今治市北日吉町2-9-29	0898-23-5111	34.06246	132.988632
221	エディオン今治本店	今治地区	機械器具小売業	愛媛県今治市馬越町2-4-10	0898-33-8111	34.05943	132.981727
222	エディオン近見店	今治地区	機械器具小売業	愛媛県今治市大新田町5-3-9	0898-22-2335	34.080479	132.989519
223	エディオン常盤町店	今治地区	機械器具小売業	愛媛県今治市常盤町7-1-40	0898-23-0954	34.056872	132.989923
224	愛媛ダイハツ販売㈱今治店	今治地区	機械器具小売業	愛媛県今治市喜田村2-4-53	0898-47-1300	34.046373	133.019979
225	愛媛日産自動車株式会社　今治唐子浜店	今治地区	機械器具小売業	愛媛県今治市東村南1-6-14	0898-48-5005	34.035397	133.0333
226	愛媛日産自動車株式会社　今治別宮店	今治地区	機械器具小売業	愛媛県今治市別宮町7-2-56	0898-23-3630	34.075946	132.990886
227	愛媛日産自動車株式会社　カータウン今治	今治地区	機械器具小売業	愛媛県今治市桜井2-2-23	0898-47-1640	34.022757	133.038608
228	オートバックス今治店	今治地区	機械器具小売業	愛媛県今治市小泉5-1-25	0898-33-3166	34.048804	132.984006
229	オートパル南	今治地区	機械器具小売業	愛媛県今治市町谷甲76	0898-43-6677		
230	小沢自動車整備工場	今治地区	機械器具小売業	愛媛県今治市阿方甲424	0898-22-5053		
231	カモザキデンキ	今治地区	機械器具小売業	愛媛県今治市別名188-3	0898-32-8710	34.043244	132.977508
232	（有）ギガテック　システムズ	今治地区	機械器具小売業	愛媛県今治市東村1-1-25	0898-36-6247	34.041813	133.027281
233	キムラデンキ	今治地区	機械器具小売業	愛媛県今治市波止浜11-59	0898-41-6888	34.100491	132.970989
234	クボタオートサービス	今治地区	機械器具小売業	愛媛県今治市松木392-9	0898-48-7538	34.034574	133.004608
235	ケーズデンキ今治店	今治地区	機械器具小売業	愛媛県今治市中寺270-1	0898-25-6688	34.037715	132.995071
236	サイクルベースあさひ　今治店	今治地区	機械器具小売業	愛媛県今治市北高下町1-1-28	0898-22-2701		
237	四国ガスショップツチヤ	今治地区	機械器具小売業	愛媛県今治市別宮町4-5-1	0898-22-1617	34.06986	132.993236
238	四国ガスショップムラセ	今治地区	機械器具小売業	愛媛県今治市南日吉町1-2-51	0898-33-0179	34.05815	132.994525
239	自転車屋　Ｂｉｃｙｃｌｅ　Ｔｉｍｅ	今治地区	機械器具小売業	愛媛県今治市栄町1-1-12 東ビル1階	0898-52-9377	34.067819	133.000902
240	タイヤ館今治	今治地区	機械器具小売業	愛媛県今治市別名163-1	0898-33-7736	34.043752	132.978708
241	株式会社タイヤサービスＪ	今治地区	機械器具小売業	愛媛県今治市片山3-9-35	0898-34-5775	34.050984	132.983562
242	ティーティー	今治地区	機械器具小売業	愛媛県今治市東門町6-1-1	0898-33-4443	34.059888	133.014613
243	トヨタカローラ愛媛　今治店	今治地区	機械器具小売業	愛媛県今治市北高下町2-2-41	0898-23-3568	34.05177	133.012458
244	日産プリンス愛媛販売株式会社　今治支店	今治地区	機械器具小売業	愛媛県今治市郷桜井4-2-58	0898-48-1717	34.015489	133.038519
245	ネッツトヨタ愛媛株式会社　Ｊ．Ｓｐｏｔ今治	今治地区	機械器具小売業	愛媛県今治市北高下町3-2-7	0898-33-7070	34.050792	133.011894
246	ネッツトヨタ瀬戸内（株）　今治店	今治地区	機械器具小売業	愛媛県今治市郷新屋敷町3-4-5	0898-33-8888	34.041687	133.001062
247	パルテ電総㈱	今治地区	機械器具小売業	愛媛県今治市五十嵐甲107-9	0898-32-1962		
248	フォルクスワーゲン今治	今治地区	機械器具小売業	愛媛県今治市喜田村2-4-50	0898-47-1670	34.046201	133.02014
249	ベスト電器波止浜店	今治地区	機械器具小売業	愛媛県今治市地堀1-2-20	0898-41-9165	34.104799	132.965301
250	宮川祥工業所	今治地区	機械器具小売業	愛媛県今治市波止浜11-121	0898-41-5005	34.100599	132.969731
251	渡部電化	今治地区	機械器具小売業	愛媛県今治市延喜甲764-4	0898-22-3818	34.065414	132.955698
252	青井商会	今治地区	その他の小売業	愛媛県今治市中日吉町3-1-28	0898-23-2355	34.058133	132.988998
253	あおば薬局	今治地区	その他の小売業	愛媛県今治市立花町3-7-30	0898-34-3313	34.049899	132.998368
254	朝日エナジーグラン今治	今治地区	その他の小売業	愛媛県今治市東門町5-15-23	0898-24-6401	34.06058	133.016144
255	安心堂	今治地区	その他の小売業	愛媛県今治市常盤町5-1-16	0898-35-2698	34.061569	132.995161
256	石川石油店	今治地区	その他の小売業	愛媛県今治市郷本町1-1-22	0898-22-3543	34.04796	132.99571
257	今井石油（有）	今治地区	その他の小売業	愛媛県今治市近見町1-2-7	0898-23-0079	34.08651	132.988471
258	今治けんこう薬局	今治地区	その他の小売業	愛媛県今治市常盤町5-3-39	0898-32-6130	34.06058	132.994006
259	今治みかん薬局	今治地区	その他の小売業	愛媛県今治市喜田村7-2-37	0898-52-8866	34.043715	133.020584
260	伊予桜井漆器会館	今治地区	その他の小売業	愛媛県今治市長沢甲340-1	0898-48-0418		
261	インテリアハウス　ナガイ	今治地区	その他の小売業	愛媛県今治市共栄町1-1-7	0898-22-0815	34.067261	133.000007
262	ヴィレッジヴァンガード　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-25-8768	34.061369	133.014766
263	うつわ花	今治地区	その他の小売業	愛媛県今治市常盤町2-3-1	0898-31-8791	34.067761	133.002515
264	エステール　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-35-5121	34.042547	132.961301
265	愛媛県教科図書マスヤ店	今治地区	その他の小売業	愛媛県今治市常盤町3-6-1	0898-22-0248	34.066306	132.999974
266	小川武道具店	今治地区	その他の小売業	愛媛県今治市中日吉町2-7-17	0898-33-2241	34.060172	132.990023
267	オズ	今治地区	その他の小売業	愛媛県今治市桜井2-6-7	0898-35-1009	34.021996	133.037516
268	越智今治ＬＰガスセンター	今治地区	その他の小売業	愛媛県今治市天保山町2-5-2	0898-32-1270	34.065351	133.011989
269	オチ時計店	今治地区	その他の小売業	愛媛県今治市本町3-2-26	0898-23-1818	34.070822	133.001226
270	オフハウス今治片山店	今治地区	その他の小売業	愛媛県今治市片山3-10-33	0898-34-3060	34.050112	132.982987
271	香川薬局	今治地区	その他の小売業	愛媛県今治市常盤町7-1-35	0898-22-2499	34.056575	132.989603
272	柿原石油店	今治地区	その他の小売業	愛媛県今治市南鳥生町3-1-10	0898-22-5007	34.053058	133.009675
273	笠崎商店	今治地区	その他の小売業	愛媛県今治市中浜町3-1-29	0898-22-0516	34.070647	133.002596
274	キクマヤ	今治地区	その他の小売業	愛媛県今治市波止浜4-5-26	0898-41-9166		
275	キナミスポーツ	今治地区	その他の小売業	愛媛県今治市常盤町5-2-38	0898-22-1256	34.061447	132.995067
276	キハラ漆器	今治地区	その他の小売業	愛媛県今治市本町2-2-8	0898-22-0782	34.069372	133.002407
277	くすりのレデイ　阿方店	今治地区	その他の小売業	愛媛県今治市阿方甲371-2	0898-34-3655	34.061042	132.96464
278	くすりのレデイ　今治衣干店	今治地区	その他の小売業	愛媛県今治市衣干町4-3-30	0898-34-8500	34.045565	133.013558
279	くすりのレデイ　今治国分店	今治地区	その他の小売業	愛媛県今治市登畑字釜屋敷甲75-1	0898-47-5771		
280	くすりのレデイ　今治中央店	今治地区	その他の小売業	愛媛県今治市旭町3-2-9	0898-33-3719	34.061176	133.001532
281	くすりのレデイ　馬越店	今治地区	その他の小売業	愛媛県今治市馬越町4-3-41	0898-33-7300	34.053623	132.983976
282	くすりのレデイ　大新田店	今治地区	その他の小売業	愛媛県今治市大新田町5-6-48	0898-35-5155		
283	くすりのレデイ　喜田村店	今治地区	その他の小売業	愛媛県今治市喜田村1-5-5	0898-52-7155	34.045387	133.020157
284	くすりのレデイ　高橋店	今治地区	その他の小売業	愛媛県今治市高橋甲446-1	0898-35-2122		
285	くすりのレデイ　波止浜店	今治地区	その他の小売業	愛媛県今治市内堀1-1-8	0898-35-2040	34.102999	132.967648
286	くすりのレデイ　松木店	今治地区	その他の小売業	愛媛県今治市松木字一寸田39-1	0898-47-2770		
287	くすりのレデイ　南鳥生店	今治地区	その他の小売業	愛媛県今治市南鳥生町4-2-33	0898-25-7621	34.05025	133.007703
288	くすりのレデイ　南宝来店	今治地区	その他の小売業	愛媛県今治市南宝来町1-8-3	0898-52-7320		
289	久保釣具店	今治地区	その他の小売業	愛媛県今治市恵美須町1-1-4	0898-23-8181	34.068145	133.004509
290	クレアーズ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-22-3345	34.042547	132.961301
291	月光カメラ店	今治地区	その他の小売業	愛媛県今治市共栄町3-2-36	0898-22-3086	34.06878	132.99953
292	コスメティクスモリタ	今治地区	その他の小売業	愛媛県今治市小泉4-11-6	0898-24-2232	34.047007	132.979842
293	小林建窓工業	今治地区	その他の小売業	愛媛県今治市延喜甲250-1	0898-31-5884	34.063814	132.95872
294	㈱コメリ　ハード＆グリーン高橋店	今治地区	その他の小売業	愛媛県今治市高橋甲460	0898-23-5030		
295	㈱コメリ　ハード＆グリーン波止浜店	今治地区	その他の小売業	愛媛県今治市波止浜112-2	0898-43-7550	34.097991	132.971086
296	近藤商店	今治地区	その他の小売業	愛媛県今治市常盤町6-5-15	0898-22-4425	34.057447	132.990623
297	ザ・クロックハウス　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-25-7899	34.042547	132.961301
298	ザ・クロックハウス　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1441	34.061369	133.014766
299	ササキ時計店	今治地区	その他の小売業	愛媛県今治市常盤町2-6-1	0898-32-2126	34.06742	133.001932
300	サンキメガネ今治店	今治地区	その他の小売業	愛媛県今治市常盤町3-4-1	0898-33-3022	34.066417	133.000821
301	サンセイ石油	今治地区	その他の小売業	愛媛県今治市長沢甲1252-1	0898-48-0158	34.008649	133.039024
302	サン薬局	今治地区	その他の小売業	愛媛県今治市常盤町8-3-6	0898-23-1302	34.053345	132.985429
303	紫水化粧品店	今治地区	その他の小売業	愛媛県今治市黄金町1-2-3	0898-33-1614	34.066928	133.002121
304	清水屋	今治地区	その他の小売業	愛媛県今治市旭町1-2-14	0898-22-1603	34.06522	132.999691
305	シャディ　サラダ館別宮店	今治地区	その他の小売業	愛媛県今治市別宮町8-3-46	0898-31-2077	34.074107	132.98945
306	ジュエリービュー　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-35-3831	34.042547	132.961301
307	ジュエリービュー　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1450	34.061369	133.014766
308	ジョイスクエア	今治地区	その他の小売業	愛媛県今治市北日吉町1-12-15	0898-33-0113	34.066246	132.991139
309	上州屋　今治店　ワールドプラザ	今治地区	その他の小売業	愛媛県今治市東村1-2-30	0898-47-2408	34.043316	133.02647
310	（株）白石石油店	今治地区	その他の小売業	愛媛県今治市拝志3-12	0898-48-5653	34.042382	133.025428
311	ＪＩＮＳ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-22-5115	34.042547	132.961301
312	スイス堂	今治地区	その他の小売業	愛媛県今治市常盤町6-7-9	0898-22-6697	34.058267	132.990937
313	スーパードラッグひまわり中寺店	今治地区	その他の小売業	愛媛県今治市中寺961-1	0898-35-4500	34.042547	132.98878
314	スーパードラッグひまわり波止浜店	今治地区	その他の小売業	愛媛県今治市内堀2-1-13	0898-35-2620		
315	スジヤ	今治地区	その他の小売業	愛媛県今治市本町3-2-2	0898-32-4444	34.070142	133.001868
316	スペース田中　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-33-2278	34.042547	132.961301
317	スペースタナカ　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1442	34.061369	133.014766
318	スポーツオーソリティ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-23-5130	34.042547	132.961301
319	隅洲時計商会	今治地区	その他の小売業	愛媛県今治市南大門町4-2-3	0898-23-3445	34.068324	132.992619
320	セブンズ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-52-7131	34.042547	132.961301
321	ソレイユ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-25-1020	34.042547	132.961301
322	ダイイチコンタクト・メガネ	今治地区	その他の小売業	愛媛県今治市北日吉町1-10-18	0898-23-2354	34.064813	132.989693
323	ダイソー　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1773	34.061369	133.014766
324	大和みやげものセンター	今治地区	その他の小売業	愛媛県今治市常盤町1-1-19	0898-22-0164	34.069031	133.00504
325	髙橋木工	今治地区	その他の小売業	愛媛県今治市別名526-1	0898-32-6468	34.044022	132.973642
326	田中仏光堂	今治地区	その他の小売業	愛媛県今治市旭町4-3-10	0898-22-4381	34.058804	133.004157
327	たんぽぽ薬局　今治喜田村店	今治地区	その他の小売業	愛媛県今治市喜田村7-2-41 1階	0898-47-6881	34.043885	133.020934
328	チェルシーニューヨーク　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-35-5378	34.042547	132.961301
329	中央コンタクト　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-31-2244	34.042547	132.961301
330	月原石油店	今治地区	その他の小売業	愛媛県今治市桜井2-6-12	0898-48-0400	34.021535	133.037316
331	ＤＣＭダイキ今治店	今治地区	その他の小売業	愛媛県今治市小泉3-2-8	0898-31-5688	34.049024	132.980567
332	ＤＣＭダイキ喜田村店	今治地区	その他の小売業	愛媛県今治市喜田村3-2-1	0898-47-5010	34.049881	133.020115
333	ＤＣＭダイキ近見店	今治地区	その他の小売業	愛媛県今治市大新田町5-4-45	0898-25-2345	34.081824	132.989821
334	陶器のにしはら	今治地区	その他の小売業	愛媛県今治市常盤町1-6-18	0898-22-0604	34.06822	133.003282
335	東石　喜田村ＳＳ	今治地区	その他の小売業	愛媛県今治市喜田村6-2-26	0898-48-1533	34.043513	133.023962
336	東石　サンウェーＳＳ	今治地区	その他の小売業	愛媛県今治市片山2-7-8	0898-23-2929	34.051831	132.980265
337	東石　内港SS	今治地区	その他の小売業	愛媛県今治市恵美須町1-1-10	0898-23-3721	34.067881	133.004718
338	東冷㈱今治港給油所	今治地区	その他の小売業	愛媛県今治市恵美須町3-1-39	0898-23-1066	34.065931	133.007639
339	ドクターエア　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-52-7205	34.042547	132.961301
340	富田営農センター	今治地区	その他の小売業	愛媛県今治市宮ヶ崎甲218	0898-48-8790	34.019829	133.012771
341	ドラッグコスモス今治阿方店	今治地区	その他の小売業	愛媛県今治市阿方甲504-1	0898-33-8156	34.062597	132.964232
342	ドラッグコスモス今治石井店	今治地区	その他の小売業	愛媛県今治市石井町1-4-18	0898-33-7266	34.073899	132.986817
343	ドラッグコスモス北日吉店	今治地区	その他の小売業	愛媛県今治市北日吉町3-5-51	0898-33-7880	34.06031	132.983216
344	ドラッグコスモス喜田村店	今治地区	その他の小売業	愛媛県今治市喜田村2-309-1	0898-36-6175	34.048129	133.018857
345	ドラッグコスモス黄金店	今治地区	その他の小売業	愛媛県今治市黄金町2-1-3	0898-34-5670	34.065159	133.004007
346	ドラッグコスモス桜井店	今治地区	その他の小売業	愛媛県今治市古国分1-1-40	0898-36-6625	34.036078	133.034161
347	ドラッグコスモス日高店	今治地区	その他の小売業	愛媛県今治市別名375	0898-31-6016	34.044502	132.977894
348	㈱仲渡石油	今治地区	その他の小売業	愛媛県今治市大浜町1-4-1	0898-22-2796	34.097692	132.98451
349	ニイダ時計店	今治地区	その他の小売業	愛媛県今治市常盤町3-5-11	0898-22-2456	34.065733	132.999691
350	二宮勉強堂	今治地区	その他の小売業	愛媛県今治市常盤町5-3-41	0898-22-0639	34.060689	132.994217
351	人形と鯉のぼりの村上	今治地区	その他の小売業	愛媛県今治市北宝来町3-3-19	0898-31-8814	34.067597	132.99237
352	人形のおおみちや	今治地区	その他の小売業	愛媛県今治市米屋町2-1-16	0898-31-0415	34.068903	133.001593
353	猫びより	今治地区	その他の小売業	愛媛県今治市北鳥生町2-4-26三栄ビル2F	080-8634-3448	34.05408	133.009242
354	ノエビア今治美恵	今治地区	その他の小売業	愛媛県今治市常盤町6-6-1	0898-23-4499	34.058106	132.99067
355	乃万営農生活センター	今治地区	その他の小売業	愛媛県今治市阿方甲246-1	0898-23-8443	34.062792	132.967204
356	乃万給油所	今治地区	その他の小売業	愛媛県今治市阿方甲246-1	0898-32-1236	34.062792	132.967204
357	ハードオフ今治片山店	今治地区	その他の小売業	愛媛県今治市片山3-10-33	0898-32-4270	34.050112	132.982987
358	花かご館	今治地区	その他の小売業	愛媛県今治市天保山町2-5-2	0898-34-6527	34.065351	133.011989
359	花屋百太郎　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1751	34.061369	133.014766
360	原田書房	今治地区	その他の小売業	愛媛県今治市常盤町5-6-16	0898-23-3944	34.05998	132.992878
361	明屋書店今治本店	今治地区	その他の小売業	愛媛県今治市片山2-6-22	0898-25-2001	34.05194	132.980748
362	明屋書店喜田村店	今治地区	その他の小売業	愛媛県今治市東村1-1-30	0898-47-3311	34.042169	133.026881
363	明屋書店別宮店	今治地区	その他の小売業	愛媛県今治市別宮町7-27-1	0898-24-2255	34.07418	132.991311
364	パワーストーンショップ　アリス＆アン	今治地区	その他の小売業	愛媛県今治市北日吉町1-17-11	0898-31-0579	34.065194	132.991823
365	ひごペットフレンドリー　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-34-3050	34.042547	132.961301
366	ヒマラヤ今治店	今治地区	その他の小売業	愛媛県今治市南高下町1-4-22	0898-34-8601	34.052659	133.016074
367	ファーマシィ薬局今治	今治地区	その他の小売業	愛媛県今治市喜田村7-2-42	0898-36-6011	34.044043	133.020929
368	ファイテン　ケアステーション今治店	今治地区	その他の小売業	愛媛県今治市衣干町3-145-1	0898-33-9400	34.048792	133.016188
369	ファンシーグッズ　ピンク	今治地区	その他の小売業	愛媛県今治市常盤町5-2-31	0898-31-3125	34.060989	132.994489
370	フィッシング今治	今治地区	その他の小売業	愛媛県今治市阿方甲240-12	0898-32-6112		
371	福屋金物店	今治地区	その他の小売業	愛媛県今治市南大門町1-6-13	0898-22-1140	34.0656	132.995955
372	ブックオフ今治片山店	今治地区	その他の小売業	愛媛県今治市片山3-10-33	0898-31-6580	34.050112	132.982987
373	文化堂薬局	今治地区	その他の小売業	愛媛県今治市喜田村6-3-33	0898-48-3158	34.043743	133.023492
374	文化堂薬局高市店	今治地区	その他の小売業	愛媛県今治市高市甲21-2	0898-47-0207		
375	ペットワールドアミーゴ今治ワールドプラザ店	今治地区	その他の小売業	愛媛県今治市東村1-14-2	0898-36-6520	34.042283	133.028331
376	ホビーゾーン　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-55-8124	34.042547	132.961301
377	ボンマーケット　今治店	今治地区	その他の小売業	愛媛県今治市衣干町4-5-5	0898-34-4050	34.045684	133.011677
378	マック今治店	今治地区	その他の小売業	愛媛県今治市郷本町1-3-52	0898-33-3433	34.048624	132.99686
379	マック今治別宮店	今治地区	その他の小売業	愛媛県今治市別宮町7-1-19	0898-33-7255	34.074799	132.991472
380	株式会社　丸石金物	今治地区	その他の小売業	愛媛県今治市大正町5-2-3	0898-22-5242	34.071927	132.9943
381	丸越時計店	今治地区	その他の小売業	愛媛県今治市常盤町4-3-4	0898-22-2710	34.065156	132.998383
382	三松化粧品店	今治地区	その他の小売業	愛媛県今治市共栄町3-3-17	0898-22-2699	34.069578	132.999205
383	宮本時計店	今治地区	その他の小売業	愛媛県今治市旭町1-2-7	0898-22-2061	34.064936	132.999955
384	宮脇書店　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-35-4444	34.042547	132.961301
385	宮脇書店　今治本店	今治地区	その他の小売業	愛媛県今治市阿方甲371-2	0898-25-1180	34.061042	132.96464
386	宮脇書店　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-35-2495	34.061369	133.014766
387	宗行金物店	今治地区	その他の小売業	愛媛県今治市旭町3-4-8	0898-22-8600	34.060543	133.003379
388	名印社	今治地区	その他の小売業	愛媛県今治市常盤町5-11-3	0898-31-0654	34.06203	132.995189
389	メガネ・コンタクト　三愛	今治地区	その他の小売業	愛媛県今治市北宝来町2-3-1	0898-24-1122	34.065291	132.994069
390	眼鏡市場　今治北日吉店	今治地区	その他の小売業	愛媛県今治市北日吉町3-5-27	0898-34-3578	34.060124	132.983324
391	眼鏡市場　今治店	今治地区	その他の小売業	愛媛県今治市松木287-1	0898-43-6568	34.031652	133.0028
392	メガネのアオノ　今治店	今治地区	その他の小売業	愛媛県今治市常盤町3-6-16	0898-33-2031	34.065894	132.999377
393	メガネの田中　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-55-8670	34.042547	132.961301
394	メガネのタナカ　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-33-7110	34.061369	133.014766
395	メガネの三城　片山バイパス店	今治地区	その他の小売業	愛媛県今治市片山2-5-23	0898-25-2585	34.050865	132.981195
396	メディコ２１（薬・雑貨）　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1460	34.061369	133.014766
397	メディコ２１（化粧品）　フジグラン今治店	今治地区	その他の小売業	愛媛県今治市東門町5-13-1	0898-34-1461	34.061369	133.014766
398	矢野タンス店	今治地区	その他の小売業	愛媛県今治市栄町4-1-7	0898-22-6060	34.070247	132.998957
399	山善　大新田給油所	今治地区	その他の小売業	愛媛県今治市大新田町5-7-34	0898-22-7034	34.080379	132.991271
400	山田化粧品店	今治地区	その他の小売業	愛媛県今治市八町西1-1-15	0898-22-2479	34.048449	132.990947
401	Ｙｏｇｉｂｏ　Ｓｔｏｒｅ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-52-9800	34.042547	132.961301
402	ヨシイ時計店	今治地区	その他の小売業	愛媛県今治市常盤町3-6-8	0898-23-3324	34.066067	132.999749
403	吉源石油　アイビーロードのま給油所	今治地区	その他の小売業	愛媛県今治市阿方甲329-1	0898-25-3733		
404	吉源石油　今治給油所	今治地区	その他の小売業	愛媛県今治市片原町3-143-2	0898-32-0152	34.072022	133.00264
405	吉源石油　祇園給油所	今治地区	その他の小売業	愛媛県今治市祇園町1-1-56	0898-24-2005	34.055377	133.007162
406	吉源石油　常盤町給油所	今治地区	その他の小売業	愛媛県今治市常盤町5-6-1	0898-24-2006	34.060978	132.993895
407	リビンズカタヤマ今治店	今治地区	その他の小売業	愛媛県今治市にぎわい広場2-1	0898-35-4936	34.044891	132.959831
408	レデイ薬局　今治東店	今治地区	その他の小売業	愛媛県今治市東村5-9-33	0898-47-4999	34.038027	133.021654
409	レデイ薬局　北高下店	今治地区	その他の小売業	愛媛県今治市北高下町2-1-3	0898-35-3227	34.05265	133.011205
410	レデイ薬局　喜田村調剤	今治地区	その他の小売業	愛媛県今治市喜田村1-5-5	0898-36-6510	34.045387	133.020157
411	レデイ薬局　近見店	今治地区	その他の小売業	愛媛県今治市近見町2丁目甲32-1	0898-34-0572		
412	レデイ薬局　波止浜調剤	今治地区	その他の小売業	愛媛県今治市内堀1-1-8	0898-36-5180	34.102999	132.967648
413	わいわい薬局	今治地区	その他の小売業	愛媛県今治市南宝来町2-7-2	0898-52-8686	34.059059	133.001643
414	わたなべ衣裳店	今治地区	その他の小売業	愛媛県今治市本町2-2-1	0898-22-1999	34.069269	133.002568
415	㈲渡辺峰松堂薬局	今治地区	その他の小売業	愛媛県今治市常盤町3-6-7	0898-23-0821	34.066089	132.999791
416	ｏｎｅ’ｓ　ｔｅｒｒａｃｅ　イオンモール今治新都市	今治地区	その他の小売業	愛媛県今治市にぎわい広場1-1	0898-52-3602	34.042547	132.961301
417	今治アーバンホテル	今治地区	宿泊業	愛媛県今治市北宝来町1-5-28	0898-22-5311	34.064464	132.995133
418	今治国際ホテル	今治地区	宿泊業	愛媛県今治市旭町2-3-4	0898-36-1111	34.062131	133.000574
419	今治湯ノ浦ハイツ	今治地区	宿泊業	愛媛県今治市湯ノ浦23	0898-48-2000	33.996816	133.055315
420	ケーオーホテル	今治地区	宿泊業	愛媛県今治市湯ノ浦15	0898-48-1911	33.996364	133.052237
421	第一ホテル	今治地区	宿泊業	愛媛県今治市南大門町1-6-11	0898-22-1320	34.065519	132.995972
422	ア・カリンベル	今治地区	飲食店	愛媛県今治市北日吉町1-15-2	0898-33-0036	34.065308	132.991492
423	いきなりステーキ今治店	今治地区	飲食店	愛媛県今治市北高下町3-2-28	0898-35-5092	34.050934	133.011103
424	一番鳥	今治地区	飲食店	愛媛県今治市中堀1-7-18	0898-41-6729	34.100302	132.96477
425	伊予水軍	今治地区	飲食店	愛媛県今治市湊町2-6-37	0898-32-2000	34.092901	132.989562
426	伊予のとり姫　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-55-8204	34.042547	132.961301
427	魚河岸ごはん	今治地区	飲食店	愛媛県今治市中寺261-1	0898-35-0350	34.036537	132.996734
428	お好焼　ろくちゃん	今治地区	飲食店	愛媛県今治市小泉3-12-30	0898-22-4546	34.050879	132.980342
